Freq.	V(v1)	V(v2)
Step Information: X=100  (Run: 1/4)
6.30957344480195e+003	(-8.68198796592892e+000dB,-1.05858131587281e+002°)	(-7.26162871693925e+001dB,7.43824471530888e+001°)
7.94328234724284e+003	(-1.14198852818771e+001dB,-1.18232541405772e+002°)	(-7.93346119148642e+001dB,5.90976007745247e+001°)
1.00000000000000e+004	(-1.45186358452327e+001dB,-1.29397570620912e+002°)	(-8.63557751743304e+001dB,4.29661498106825e+001°)
1.25892541179417e+004	(-1.78984048503531e+001dB,-1.39126536987571e+002°)	(-9.34367293647826e+001dB,2.43489535079920e+001°)
1.58489319246112e+004	(-2.14832500020616e+001dB,-1.47399586676802e+002°)	(-1.00002354485127e+002dB,1.18540439281609e+000°)
1.99526231496889e+004	(-2.52107333866308e+001dB,-1.54334844288116e+002°)	(-1.05108290328456e+002dB,-2.51985710393817e+001°)
2.51188643150959e+004	(-2.90340865112397e+001dB,-1.60122569916637e+002°)	(-1.08467322242409e+002dB,-4.80160979192686e+001°)
3.16227766016839e+004	(-3.29202778938260e+001dB,-1.64981250198873e+002°)	(-1.10854183778486e+002dB,-6.36104971434021e+001°)
3.98107170553499e+004	(-3.68467081016560e+001dB,-1.69137483260845e+002°)	(-1.12922919084078e+002dB,-7.36171063938778e+001°)
5.01187233627274e+004	(-4.07978759949018e+001dB,-1.72826520359423e+002°)	(-1.14912854624808e+002dB,-8.03984553227739e+001°)
6.30957344480196e+004	(-4.47622283702808e+001dB,-1.76313040894962e+002°)	(-1.16884515519775e+002dB,-8.55666593758272e+001°)
7.94328234724285e+004	(-4.87283758965425e+001dB,-1.79938718654972e+002°)	(-1.18844493286603e+002dB,-9.01876715872357e+001°)
1.00000000000000e+005	(-5.26779138932265e+001dB,1.75786899165420e+002°)	(-1.20777151791702e+002dB,-9.51508332596858e+001°)
Step Information: X=100K  (Run: 4/4)
1.00000000000000e-002	(-1.26720102157516e-005dB,-2.38510285200408e-004°)	(-3.08725434781845e-005dB,-7.22399233112853e-002°)
1.25892541179417e-002	(-1.26720319816186e-005dB,-3.00266659012880e-004°)	(-3.28782200750510e-005dB,-9.09446682259216e-002°)
1.58489319246111e-002	(-1.26720664833771e-005dB,-3.78013327345475e-004°)	(-3.60570023262771e-005dB,-1.14492539976426e-001°)
1.99526231496888e-002	(-1.26721211752891e-005dB,-4.75890583791337e-004°)	(-4.10950302995724e-005dB,-1.44137540262397e-001°)
2.51188643150958e-002	(-1.26722078462753e-005dB,-5.99110749166985e-004°)	(-4.90797605448794e-005dB,-1.81458356811902e-001°)
3.16227766016838e-002	(-1.26723452139590e-005dB,-7.54235746602383e-004°)	(-6.17346901151922e-005dB,-2.28442425999760e-001°)
3.98107170553497e-002	(-1.26725629304887e-005dB,-9.49526547875351e-004°)	(-8.17913640910602e-005dB,-2.87591754601051e-001°)
5.01187233627273e-002	(-1.26729079856819e-005dB,-1.19538310028163e-003°)	(-1.13578955262767e-004dB,-3.62056127892637e-001°)
6.30957344480194e-002	(-1.26734548643008e-005dB,-1.50489816175020e-003°)	(-1.63958653848092e-004dB,-4.55800781596146e-001°)
7.94328234724282e-002	(-1.26743215992351e-005dB,-1.89455453794250e-003°)	(-2.43804496633260e-004dB,-5.73817434236533e-001°)
1.00000000000000e-001	(-1.26756952924660e-005dB,-2.38510285175169e-003°)	(-3.70350125915685e-004dB,-7.22389853182214e-001°)
1.25892541179417e-001	(-1.26778724442642e-005dB,-3.00266658962522e-003°)	(-5.70907656051880e-004dB,-9.09427967098959e-001°)
1.58489319246111e-001	(-1.26813229904128e-005dB,-3.78013327244994e-003°)	(-8.88760435180906e-004dB,-1.14488805893833e+000°)
1.99526231496888e-001	(-1.26867917476781e-005dB,-4.75890583590850e-003°)	(-1.39249931753706e-003dB,-1.44130090049951e+000°)
2.51188643150958e-001	(-1.26954591433262e-005dB,-5.99110748766947e-003°)	(-2.19081180843119e-003dB,-1.81443492511673e+000°)
3.16227766016838e-001	(-1.27091960399990e-005dB,-7.54235745804166e-003°)	(-3.45590157280136e-003dB,-2.28412770439288e+000°)
3.98107170553498e-001	(-1.27309675580889e-005dB,-9.49526546282578e-003°)	(-5.46055639008859e-003dB,-2.87532592254208e+000°)
5.01187233627273e-001	(-1.27654731027804e-005dB,-1.19538309710325e-002°)	(-8.63677280158055e-003dB,-3.61938109649467e+000°)
6.30957344480194e-001	(-1.28201607272271e-005dB,-1.50489815540732e-002°)	(-1.36683587694675e-002dB,-4.55565386905951e+000°)
7.94328234724282e-001	(-1.29068348377920e-005dB,-1.89455452528304e-002°)	(-2.16369197634035e-002dB,-5.73348021205664e+000°)
1.00000000000000e+000	(-1.30442042177162e-005dB,-2.38510282648089e-002°)	(-3.42512829750830e-002dB,-7.21454075400044e+000°)
1.25892541179417e+000	(-1.32619204403355e-005dB,-3.00266653916604e-002°)	(-5.42062531462491e-002dB,-9.07563444797984e+000°)
1.58489319246112e+000	(-1.36069784574469e-005dB,-3.78013317165337e-002°)	(-8.57391455952978e-002dB,-1.14117603451950e+001°)
1.99526231496888e+000	(-1.41538611880006e-005dB,-4.75890563442548e-002°)	(-1.35482109888457e-001dB,-1.43392015392042e+001°)
2.51188643150958e+000	(-1.50206183925169e-005dB,-5.99110708451317e-002°)	(-2.13740501202031e-001dB,-1.79978886728538e+001°)
3.16227766016838e+000	(-1.63943518103071e-005dB,-7.54235665010156e-002°)	(-3.36345296006289e-001dB,-2.25515525815402e+001°)
3.98107170553498e+000	(-1.85716105181027e-005dB,-9.49526383998323e-002°)	(-5.27184075060405e-001dB,-2.81828952427723e+001°)
5.01187233627273e+000	(-2.20224218921725e-005dB,-1.19538277007676e-001°)	(-8.21308530025938e-001dB,-3.50792138899101e+001°)
6.30957344480194e+000	(-2.74917895789634e-005dB,-1.50489749353384e-001°)	(-1.26797681235924e+000dB,-4.34022902041902e+001°)
7.94328234724283e+000	(-3.61605800167139e-005dB,-1.89455317859867e-001°)	(-1.93196762167523e+000dB,-5.32372894952756e+001°)
1.00000000000000e+001	(-4.99005281904726e-005dB,-2.38510007109045e-001°)	(-2.89024818121875e+000dB,-6.45236447540718e+001°)
1.25892541179417e+001	(-7.16783699726496e-005dB,-3.00266087525208e-001°)	(-4.22090910053779e+000dB,-7.69902823602314e+001°)
1.58489319246112e+001	(-1.06196231816208e-004dB,-3.78012150266593e-001°)	(-5.98448456612234e+000dB,-9.01397619210520e+001°)
1.99526231496888e+001	(-1.60906375046884e-004dB,-4.75888161626660e-001°)	(-8.20458008666963e+000dB,-1.03321842311399e+002°)
2.51188643150959e+001	(-2.47619269905093e-004dB,-5.99105783570613e-001°)	(-1.08592087746378e+001dB,-1.15884326078259e+002°)
3.16227766016839e+001	(-3.85052103344477e-004dB,-7.54225620806345e-001°)	(-1.38888913549524e+001dB,-1.27325604297569e+002°)
3.98107170553498e+001	(-6.02867563305892e-004dB,-9.49506012599706e-001°)	(-1.72158463772321e+001dB,-1.37371854711052e+002°)
5.01187233627273e+001	(-9.48073610629419e-004dB,-1.19534165220210e+000°)	(-2.07628683618674e+001dB,-1.45964189996988e+002°)
6.30957344480195e+001	(-1.49516282174055e-003dB,-1.50481481189548e+000°)	(-2.44647151111311e+001dB,-1.53195221861589e+002°)
7.94328234724284e+001	(-2.36217298980071e-003dB,-1.89438737266569e+000°)	(-2.82716892084709e+001dB,-1.59240169620749e+002°)
1.00000000000000e+002	(-3.73611856363464e-003dB,-2.38476820769530e+000°)	(-3.21484603794952e+001dB,-1.64305773130050e+002°)
1.25892541179417e+002	(-5.91323946120009e-003dB,-3.00199752027803e+000°)	(-3.60710894929104e+001dB,-1.68600528112164e+002°)
1.58489319246112e+002	(-9.36264749673834e-003dB,-3.77879674192012e+000°)	(-4.00239712973450e+001dB,-1.72321174088415e+002°)
1.99526231496889e+002	(-1.48268391088950e-002dB,-4.75623770822744e+000°)	(-4.39973793206276e+001dB,-1.75649271101526e+002°)
2.51188643150959e+002	(-2.34800956851426e-002dB,-5.98578395690333e+000°)	(-4.79857485848099e+001dB,-1.78753292315440e+002°)
3.16227766016839e+002	(-3.71772775386838e-002dB,-7.53174158663661e+000°)	(-5.19866279498215e+001dB,1.78206537853735e+002°)
3.98107170553498e+002	(-5.88425190081095e-002dB,-9.47411004096925e+000°)	(-5.60002037085158e+001dB,1.75072154685109e+002°)
5.01187233627274e+002	(-9.30713336029112e-002dB,-1.19117113688807e+001°)	(-6.00293366305397e+001dB,1.71681092819583e+002°)
6.30957344480195e+002	(-1.47050563307872e-001dB,-1.49652391196783e+001°)	(-6.40801176427050e+001dB,1.67859959608554e+002°)
7.94328234724284e+002	(-2.31932824593105e-001dB,-1.87794010981479e+001°)	(-6.81630090430651e+001dB,1.63418528565517e+002°)
1.00000000000000e+003	(-3.64815023567638e-001dB,-2.35224792822926e+001°)	(-7.22946727181952e+001dB,1.58145450585727e+002°)
1.25892541179417e+003	(-5.71409859011489e-001dB,-2.93802350182484e+001°)	(-7.65005377420602e+001dB,1.51807257707990e+002°)
1.58489319246112e+003	(-8.89249761787393e-001dB,-3.65391998050051e+001°)	(-8.08179036871988e+001dB,1.44152860508826e+002°)
1.99526231496889e+003	(-1.37064071895943e+000dB,-4.51528921863836e+001°)	(-8.52986934223135e+001dB,1.34924558935733e+002°)
2.51188643150959e+003	(-2.08345726310254e+000dB,-5.52862142400171e+001°)	(-9.00095829386325e+001dB,1.23869604835142e+002°)
3.16227766016839e+003	(-3.10661226845717e+000dB,-6.68434338605147e+001°)	(-9.50249447575192e+001dB,1.10726278940264e+002°)
3.98107170553499e+003	(-4.51724135599685e+000dB,-7.95069230184463e+001°)	(-1.00404244528572e+002dB,9.51214684781974e+001°)
5.01187233627274e+003	(-6.37071794703364e+000dB,-9.27351753423666e+001°)	(-1.06135109605597e+002dB,7.62993454849156e+001°)
6.30957344480195e+003	(-8.68196996334822e+000dB,-1.05856265859799e+002°)	(-1.11991820449878e+002dB,5.28433321089646e+001°)
7.94328234724284e+003	(-1.14198412487216e+001dB,-1.18230308430531e+002°)	(-1.17288171876922e+002dB,2.38579621924015e+001°)
1.00000000000000e+004	(-1.45185662112795e+001dB,-1.29394938322683e+002°)	(-1.21123619666472e+002dB,-6.63281660231533e+000°)
1.25892541179417e+004	(-1.78983131616458e+001dB,-1.39123437364851e+002°)	(-1.23593755716984e+002dB,-3.12906274124798e+001°)
1.58489319246112e+004	(-2.14831409152675e+001dB,-1.47395905638285e+002°)	(-1.25507622800529e+002dB,-4.83299420224235e+001°)
1.99526231496889e+004	(-2.52106111612160e+001dB,-1.54330417797599e+002°)	(-1.27325446421015e+002dB,-5.98969347564665e+001°)
2.51188643150959e+004	(-2.90339542708665e+001dB,-1.60117180582871e+002°)	(-1.29173512302981e+002dB,-6.80785926636806e+001°)
3.16227766016839e+004	(-3.29201373899218e+001dB,-1.64974620535540e+002°)	(-1.31066013811878e+002dB,-7.41951984413051e+001°)
3.98107170553499e+004	(-3.68465596424437e+001dB,-1.69129264050145e+002°)	(-1.32992446420601e+002dB,-7.90495945734324e+001°)
5.01187233627274e+004	(-4.07977182970007e+001dB,-1.72816273404999e+002°)	(-1.34940010000838e+002dB,-8.31726839453512e+001°)
6.30957344480196e+004	(-4.47620581597945e+001dB,-1.76300215257151e+002°)	(-1.36897050368801e+002dB,-8.69829235609539e+001°)
7.94328234724285e+004	(-4.87281870776782e+001dB,-1.79922618653159e+002°)	(-1.38850775764595e+002dB,-9.09061491579874e+001°)
1.00000000000000e+005	(-5.26776959942507e+001dB,1.75807157273140e+002°)	(-1.40780163931906e+002dB,-9.55040274222373e+001°)
